text,symptom_id,symptom_name,severity,esi_label,language,source,base_weight
I want you to know that cannot pass urine from pain.,S015,dysuria,critical,High,en,synthetic,7
I want you to know that cannot walk from back pain.,S018,lower_back_pain,critical,High,en,synthetic,7
I have had damu nyingi sana since I was a teenager.,S005,heavy_menstrual_bleeding,mild,Low,en,synthetic,7
"The problem I have is that pain even when I am not on my period, since I was 19 years old.",S002,chronic_pelvic_pain,mild,Moderate,en-KE,synthetic,10
"pain even when I am not on my period, for about 24 months.",S002,chronic_pelvic_pain,severe,High,en-KE,synthetic,10
"My experience is that miss school from period pain, for 6 years.",S036,work_school_absence,moderate,Moderate,en-KE,synthetic,7
I came to the clinic because of painful periods.,S001,dysmenorrhoea,mild,Moderate,en,synthetic,10
My experience is that afraid to go far from toilet.,S017,urinary_frequency,severe,Moderate,en,synthetic,5
Tatizo langu kuu ni hedhi nyingi sana.,S005,heavy_menstrual_bleeding,severe,Moderate,sw,synthetic,7
Sijui nifanye nini kuhusu damu nyingi sana.,S005,heavy_menstrual_bleeding,mild,Low,sw,synthetic,7
Every month I suffer from changing pad every hour.,S005,heavy_menstrual_bleeding,mild,Low,en-KE,synthetic,7
I have had surgery for lung collapse since I was a teenager.,S032,catamenial_pneumothorax,critical,Critical,en,synthetic,9
"Nilikuja hospitalini kwa sababu ya maumivu ya nyonga, for over 3 months.",S002,chronic_pelvic_pain,critical,Critical,sw,synthetic,10
"My experience is that my period affects my job, for the past 36 months.",S036,work_school_absence,severe,Moderate,en,synthetic,7
I have been dealing with need lubrication for a while now.,S007,dyspareunia_superficial,moderate,Moderate,en,synthetic,6
My experience is that my time of the month is unbearable.,S001,dysmenorrhoea,mild,Moderate,en,synthetic,10
My experience is that my period is too much.,S005,heavy_menstrual_bleeding,severe,Moderate,en-KE,synthetic,7
I am here because belly button bleeds during period.,S034,umbilical_pain_bleeding,severe,High,en,synthetic,8
My experience is that old caesarean scar hurts during period.,S035,scar_endometriosis,moderate,Moderate,en,synthetic,7
Nina kuzimia kutokana na maumivu.,S025,fainting_syncope,severe,High,sw,synthetic,8
I have low blood and it is really affecting me.,S023,anaemia,severe,Moderate,en-KE,synthetic,6
"Doctor, I have mild chocolate cyst and I do not know what to do.",S028,pelvic_mass_sensation,mild,Low,en,synthetic,7
I have been dealing with bowel movements are painful for a while now.,S009,dyschezia,severe,High,en,synthetic,9
For the past few months I have had cannot breathe during period.,S032,catamenial_pneumothorax,moderate,Moderate,en,synthetic,9
I have had excruciating uchovu kupita kiasi since I was a teenager.,S022,fatigue_chronic,critical,High,en,synthetic,7
"I have had pain affects my relationship since I was a teenager, since I was 20 years old.",S037,relationship_social_impact,moderate,Low,en,synthetic,5
I cannot work properly because of draining feeling.,S022,fatigue_chronic,moderate,Moderate,en,synthetic,7
I came to the clinic because of cannot breathe during period.,S032,catamenial_pneumothorax,moderate,Moderate,en,synthetic,9
I came to the clinic because of period makes me vomit.,S013,nausea_vomiting_cyclical,critical,High,en,synthetic,6
told it is just period pain.,S038,previous_misdiagnosis,moderate,Moderate,en-KE,synthetic,6
For the past few months I have had temperature during period.,S024,fever_cyclical,severe,Moderate,en,synthetic,5
Nimekuwa na nimechoka sana kila wakati kwa muda mrefu.,S022,fatigue_chronic,severe,Moderate,sw,synthetic,7
The problem I have is that legs feel heavy during period.,S019,leg_pain_sciatica,mild,Low,en,synthetic,7
I am struggling with severe spotting.,S004,intermenstrual_bleeding,severe,Moderate,en,synthetic,6
For the past few months I have had completely alone.,S037,relationship_social_impact,critical,High,en,synthetic,5
I am struggling with excruciating breathing problems during period.,S032,catamenial_pneumothorax,critical,Critical,en,synthetic,9
I am here because pain when going to the toilet.,S009,dyschezia,mild,Moderate,en-KE,synthetic,9
Nimekuwa nikilalamika kuhusu damu nyingi sana.,S005,heavy_menstrual_bleeding,critical,High,sw,synthetic,7
I told the doctor that terrible pain every time I go.,S009,dyschezia,severe,High,en,synthetic,9
My main problem is unbearable pain during sex.,S006,dyspareunia_deep,critical,Critical,en,synthetic,9
I am struggling with irregular periods.,S027,irregular_periods,severe,Moderate,en,synthetic,5
pain builds up before period.,S003,premenstrual_pain,severe,Moderate,en,synthetic,7
Nimekuwa nikilalamika kuhusu hedhi nyingi sana.,S005,heavy_menstrual_bleeding,moderate,Moderate,sw,synthetic,7
"I have been dealing with excruciating fatigue for a while now, for 2 years.",S022,fatigue_chronic,critical,High,en,synthetic,7
The problem I have is that belly button uncomfortable during period.,S034,umbilical_pain_bleeding,mild,Moderate,en,synthetic,8
Nina kujamiiana kunauma.,S006,dyspareunia_deep,moderate,Moderate,sw,synthetic,9
The problem I have is that going dizzy and faint from pain.,S025,fainting_syncope,moderate,Moderate,en,synthetic,8
I am here because hot and sweaty during period.,S024,fever_cyclical,moderate,Low,en,synthetic,5
I came to the clinic because of shoulder pain every period.,S020,shoulder_tip_pain,moderate,Moderate,en,synthetic,6
I have been dealing with pain in groin area for a while now.,S021,hip_groin_pain,severe,Moderate,en,synthetic,6
I cannot work properly because of emergency after sex bleeding.,S008,post_coital_bleeding,critical,High,en,synthetic,5
I have scar painful cyclically.,S035,scar_endometriosis,moderate,Moderate,en,synthetic,7
I need help with no one believed me.,S038,previous_misdiagnosis,moderate,Moderate,en-KE,synthetic,6
Nina damu kidogo mwilini.,S023,anaemia,severe,Moderate,sw,synthetic,6
I am struggling with nausea during period.,S013,nausea_vomiting_cyclical,moderate,Moderate,en,synthetic,6
My experience is that heavy rectal bleeding every period.,S010,rectal_bleeding,severe,High,en,synthetic,8
I want you to know that cycle is 2 months sometimes.,S027,irregular_periods,severe,Moderate,en,synthetic,5
I am struggling with in bed from exhaustion.,S022,fatigue_chronic,severe,Moderate,en,synthetic,7
I have come to see the doctor because of pain passing urine.,S015,dysuria,moderate,Moderate,en-KE,synthetic,7
I want you to know that miss school from period pain.,S036,work_school_absence,mild,Low,en-KE,synthetic,7
Nimekuwa na kuumwa unapokwenda chooni kwa muda mrefu.,S009,dyschezia,moderate,Moderate,sw,synthetic,9
Sijui nifanye nini kuhusu kujamiiana kunauma.,S006,dyspareunia_deep,mild,Moderate,sw,synthetic,9
I cannot work properly because of bad cramps.,S001,dysmenorrhoea,moderate,High,en,synthetic,10
"Doctor, I have hospitalised for anaemia and I do not know what to do.",S023,anaemia,critical,High,en,synthetic,6
I want you to know that cannot leave toilet during period.,S012,diarrhoea_cyclical,severe,Moderate,en,synthetic,5
Nimekuwa na maumivu wakati wa kujamiiana kwa muda mrefu.,S006,dyspareunia_deep,critical,Critical,sw,synthetic,9
I am here because limp from hip pain during period.,S021,hip_groin_pain,severe,Moderate,en,synthetic,6
Nilikuja hospitalini kwa sababu ya dawa hazisaidii maumivu yangu.,S038,previous_misdiagnosis,severe,Moderate,sw,synthetic,6
I need help with stomach upset with period.,S012,diarrhoea_cyclical,severe,Moderate,en-KE,synthetic,5
Nina tumbo la chini linauma.,S002,chronic_pelvic_pain,moderate,High,sw,synthetic,10
I need help with changing pad every hour.,S005,heavy_menstrual_bleeding,moderate,Moderate,en-KE,synthetic,7
Tatizo langu kuu ni uchovu kupita kiasi.,S022,fatigue_chronic,critical,High,sw,synthetic,7
My main problem is going to toilet constantly.,S017,urinary_frequency,moderate,Low,en,synthetic,5
Nilikuja hospitalini kwa sababu ya damu kidogo mwilini.,S023,anaemia,severe,Moderate,sw,synthetic,6
I have been dealing with chronic pelvic pain for a while now.,S002,chronic_pelvic_pain,moderate,High,en,synthetic,10
"Doctor, I have slight pain day before and I do not know what to do.",S003,premenstrual_pain,mild,Low,en,synthetic,7
I have been dealing with some stomach upset with period for a while now.,S012,diarrhoea_cyclical,mild,Low,en,synthetic,5
"I am here because miss school from period pain, for 24 years.",S036,work_school_absence,moderate,Moderate,en-KE,synthetic,7
The problem I have is that right shoulder pain during period.,S020,shoulder_tip_pain,mild,Low,en,synthetic,6
I am here because pain builds up before period.,S003,premenstrual_pain,mild,Low,en,synthetic,7
Nilikuja hospitalini kwa sababu ya sijapata mimba ingawa ninajaribu.,S026,infertility,moderate,Moderate,sw,synthetic,9
The problem I have is that I avoid sex because it hurts.,S006,dyspareunia_deep,moderate,Moderate,en-KE,synthetic,9
I want you to know that I avoid sex because it hurts.,S006,dyspareunia_deep,mild,Moderate,en-KE,synthetic,9
I came to the clinic because of trying for 2-3 years.,S026,infertility,severe,High,en,synthetic,9
I have had extreme bleeding from back passage since I was a teenager.,S010,rectal_bleeding,critical,High,en,synthetic,8
I want you to know that lump in belly button requiring surgery.,S034,umbilical_pain_bleeding,critical,High,en,synthetic,8
"Nimekuwa na maumivu ya nyonga kwa muda mrefu, for 24 years.",S002,chronic_pelvic_pain,moderate,High,sw,synthetic,10
need to pee all the time.,S017,urinary_frequency,moderate,Low,en,synthetic,5
I have heavy clots.,S005,heavy_menstrual_bleeding,moderate,Moderate,en,synthetic,7
Tatizo langu kuu ni damu nyingi sana.,S005,heavy_menstrual_bleeding,critical,High,sw,synthetic,7
I have come to see the doctor because of pain passing urine.,S015,dysuria,mild,Low,en-KE,synthetic,7
The problem I have is that suffering for years with no diagnosis.,S038,previous_misdiagnosis,critical,High,en,synthetic,6
My experience is that I cannot function during my period.,S001,dysmenorrhoea,mild,Moderate,en-KE,synthetic,10
I have had frequent urination since I was a teenager.,S017,urinary_frequency,severe,Moderate,en,synthetic,5
I want you to know that sijawahi pata mtoto ingawa ninajaribu.,S026,infertility,critical,Critical,sw,synthetic,9
shooting pain in leg during period.,S019,leg_pain_sciatica,moderate,Moderate,en,synthetic,7
Nimekuwa nikilalamika kuhusu hedhi nyingi sana.,S005,heavy_menstrual_bleeding,severe,Moderate,sw,synthetic,7
I want you to know that blood when not on period.,S004,intermenstrual_bleeding,critical,High,en-KE,synthetic,6
I want you to know that blood in phlegm during period.,S033,catamenial_haemoptysis,mild,Moderate,en,synthetic,8
I told the doctor that told I have a cyst.,S028,pelvic_mass_sensation,moderate,Moderate,en-KE,synthetic,7
I cannot work properly because of slight stomach upset with period.,S012,diarrhoea_cyclical,mild,Low,en,synthetic,5
Sijui nifanye nini kuhusu dawa hazisaidii maumivu yangu.,S038,previous_misdiagnosis,mild,Low,sw,synthetic,6
"Doctor, I have blood in pee and I do not know what to do.",S016,haematuria,critical,High,en,synthetic,8
I experience going to toilet constantly regularly.,S017,urinary_frequency,moderate,Low,en,synthetic,5
I have had serious bleeding after sex since I was a teenager.,S008,post_coital_bleeding,severe,Moderate,en,synthetic,5
I am here because miss school from period pain.,S036,work_school_absence,severe,Moderate,en-KE,synthetic,7
I told the doctor that legs feel heavy during period.,S019,leg_pain_sciatica,mild,Low,en,synthetic,7
The problem I have is that kuhisi kichefuchefu wakati wa hedhi.,S013,nausea_vomiting_cyclical,moderate,Moderate,sw,synthetic,6
I want you to know that CS scar painful during period.,S035,scar_endometriosis,critical,High,en-KE,synthetic,7
Nimekuwa nikilalamika kuhusu damu kidogo mwilini.,S023,anaemia,moderate,Moderate,sw,synthetic,6
I have been dealing with regular coughing blood during period for a while now.,S033,catamenial_haemoptysis,moderate,Moderate,en,synthetic,8
Nimekuwa nikilalamika kuhusu kujamiiana kunauma.,S006,dyspareunia_deep,moderate,Moderate,sw,synthetic,9
I told the doctor that sijawahi pata mtoto ingawa ninajaribu.,S026,infertility,mild,Moderate,sw,synthetic,9
CS scar painful during period.,S035,scar_endometriosis,moderate,Moderate,en-KE,synthetic,7
I want you to know that told it is just period pain.,S038,previous_misdiagnosis,mild,Low,en,synthetic,6
lump in scar that hurts during period.,S035,scar_endometriosis,moderate,Moderate,en,synthetic,7
Tatizo langu kuu ni damu nyingi sana.,S005,heavy_menstrual_bleeding,severe,Moderate,sw,synthetic,7
I cannot work properly because of losing consciousness during period.,S025,fainting_syncope,mild,Moderate,en,synthetic,8
The problem I have is that cannot walk from hip pain.,S021,hip_groin_pain,critical,High,en,synthetic,6
kuhisi kichefuchefu wakati wa hedhi.,S013,nausea_vomiting_cyclical,moderate,Moderate,sw,synthetic,6
Nina damu kidogo mwilini.,S023,anaemia,moderate,Moderate,sw,synthetic,6
I want you to know that bloating and constipation with period.,S011,constipation_cyclical,severe,Moderate,en,synthetic,6
I told the doctor that numbness in leg during period.,S019,leg_pain_sciatica,mild,Low,en,synthetic,7
My experience is that pain when going to the toilet.,S009,dyschezia,moderate,Moderate,en-KE,synthetic,9
Nilikuja hospitalini kwa sababu ya kuzimia kutokana na maumivu.,S025,fainting_syncope,critical,High,sw,synthetic,8
The problem I have is that trying for a baby without success.,S026,infertility,critical,Critical,en-KE,synthetic,9
Nina kuumwa unapokwenda chooni.,S009,dyschezia,critical,Critical,sw,synthetic,9
Every month I suffer from pain passing urine.,S015,dysuria,severe,Moderate,en-KE,synthetic,7
I cannot work properly because of moderate spotting.,S004,intermenstrual_bleeding,moderate,Moderate,en,synthetic,6
I am here because occasional blood when going toilet during period.,S010,rectal_bleeding,mild,Moderate,en,synthetic,8
I want you to know that I cannot function during my period.,S001,dysmenorrhoea,mild,Moderate,en-KE,synthetic,10
I have been dealing with stomach swells up for a while now.,S014,bloating_abdominal,severe,Moderate,en,synthetic,5
Nilikuja hospitalini kwa sababu ya kuumwa unapokojoa.,S015,dysuria,mild,Low,sw,synthetic,7
I told the doctor that cannot breathe deeply during period.,S020,shoulder_tip_pain,critical,High,en,synthetic,6
told I have a cyst.,S028,pelvic_mass_sensation,moderate,Moderate,en-KE,synthetic,7
I am struggling with heavier than usual.,S005,heavy_menstrual_bleeding,mild,Low,en,synthetic,7
my back is in agony during my period.,S018,lower_back_pain,mild,Low,en-KE,synthetic,7
My main problem is regular tingling in leg.,S019,leg_pain_sciatica,moderate,Moderate,en,synthetic,7
I want you to know that pain wakes me at night.,S031,sleep_disturbance,severe,Moderate,en,synthetic,4
I need help with low blood.,S023,anaemia,critical,High,en-KE,synthetic,6
I want you to know that my period is too much.,S005,heavy_menstrual_bleeding,severe,Moderate,en-KE,synthetic,7
Nilikuja hospitalini kwa sababu ya mgongo unaniuma.,S018,lower_back_pain,moderate,Moderate,sw,synthetic,7
My experience is that pain in bladder when urinating.,S015,dysuria,moderate,Moderate,en,synthetic,7
"I have been dealing with went to hospital for a while now, for the past 12 months.",S001,dysmenorrhoea,critical,Critical,en,synthetic,10
I told the doctor that blood when not on period.,S004,intermenstrual_bleeding,mild,Low,en-KE,synthetic,6
Tatizo langu kuu ni kuumwa unapokojoa.,S015,dysuria,severe,Moderate,sw,synthetic,7
I told the doctor that cannot have sex because of pain.,S006,dyspareunia_deep,moderate,Moderate,en,synthetic,9
Nina hedhi nyingi sana.,S005,heavy_menstrual_bleeding,severe,Moderate,sw,synthetic,7
My experience is that blood when not on period.,S004,intermenstrual_bleeding,moderate,Moderate,en-KE,synthetic,6
My experience is that told I have a cyst.,S028,pelvic_mass_sensation,moderate,Moderate,en-KE,synthetic,7
My main problem is leg weakness during period.,S019,leg_pain_sciatica,mild,Low,en,synthetic,7
For the past few months I have had very heavy bleeding.,S005,heavy_menstrual_bleeding,severe,Moderate,en,synthetic,7
My experience is that lost everything from this condition.,S037,relationship_social_impact,critical,High,en,synthetic,5
I experience extreme ovarian cyst regularly.,S028,pelvic_mass_sensation,critical,High,en,synthetic,7
blood when not on period.,S004,intermenstrual_bleeding,severe,Moderate,en-KE,synthetic,6
I experience intense vomiting during period regularly.,S013,nausea_vomiting_cyclical,severe,Moderate,en,synthetic,6
I told the doctor that pain in my lower belly.,S002,chronic_pelvic_pain,severe,High,en-KE,synthetic,10
I am struggling with infertility.,S026,infertility,severe,High,en,synthetic,9
I have pain passing urine and it is really affecting me.,S015,dysuria,moderate,Moderate,en-KE,synthetic,7
I have been dealing with pain that starts early for a while now.,S003,premenstrual_pain,severe,Moderate,en,synthetic,7
"Sijui nifanye nini kuhusu maumivu ya nyonga, for about 36 months.",S002,chronic_pelvic_pain,severe,High,sw,synthetic,10
The problem I have is that told it is just period pain.,S038,previous_misdiagnosis,mild,Low,en-KE,synthetic,6
"Doctor, I have something feels different inside and I do not know what to do.",S028,pelvic_mass_sensation,mild,Low,en,synthetic,7
My main problem is hip pain every period.,S021,hip_groin_pain,moderate,Moderate,en,synthetic,6
Tatizo langu kuu ni mgongo unaniuma.,S018,lower_back_pain,critical,High,sw,synthetic,7
miss school from period pain.,S036,work_school_absence,mild,Low,en-KE,synthetic,7
I want you to know that trying for a baby without success.,S026,infertility,severe,High,en-KE,synthetic,9
I told the doctor that emergency hospital for blood in urine.,S016,haematuria,critical,High,en,synthetic,8
I am here because hard to pass stool during period.,S011,constipation_cyclical,severe,Moderate,en,synthetic,6
I am struggling with cannot tolerate penetration.,S007,dyspareunia_superficial,severe,Moderate,en,synthetic,6
I am here because going dizzy and faint from pain.,S025,fainting_syncope,mild,Moderate,en,synthetic,8
I have slightly constipated during period.,S011,constipation_cyclical,mild,Low,en,synthetic,6
"Doctor, I have back ache with period and I do not know what to do.",S018,lower_back_pain,severe,Moderate,en,synthetic,7
right shoulder pain during period.,S020,shoulder_tip_pain,severe,Moderate,en,synthetic,6
I told the doctor that my back is in agony during my period.,S018,lower_back_pain,mild,Low,en-KE,synthetic,7
"I told the doctor that sometimes cannot sleep during period, for about 12 months.",S031,sleep_disturbance,mild,Low,en,synthetic,4
I came to the clinic because of misdiagnosed.,S038,previous_misdiagnosis,critical,High,en,synthetic,6
The problem I have is that avoid events because of pain.,S037,relationship_social_impact,critical,High,en,synthetic,5
I told the doctor that I avoid sex because it hurts.,S006,dyspareunia_deep,severe,High,en-KE,synthetic,9
The problem I have is that seen a doctor about fertility.,S026,infertility,moderate,Moderate,en,synthetic,9
Nimekuwa nikilalamika kuhusu dawa hazisaidii maumivu yangu.,S038,previous_misdiagnosis,severe,Moderate,sw,synthetic,6
"I told the doctor that siku zangu za mwezi ni za maumivu, since I was 14 years old.",S001,dysmenorrhoea,mild,Moderate,sw,synthetic,10
I am here because miss school from period pain.,S036,work_school_absence,mild,Low,en-KE,synthetic,7
Since I was young I have had low blood.,S023,anaemia,mild,Low,en-KE,synthetic,6
My experience is that inner thigh pain during period.,S021,hip_groin_pain,critical,High,en,synthetic,6
seen a doctor about fertility.,S026,infertility,moderate,Moderate,en,synthetic,9
I am here because cannot go for days during period.,S011,constipation_cyclical,severe,Moderate,en,synthetic,6
worst pain of my life.,S001,dysmenorrhoea,critical,Critical,en,synthetic,10
For the past few months I have had flooding periods.,S005,heavy_menstrual_bleeding,moderate,Moderate,en,synthetic,7
I want you to know that hospital for coughing blood during period.,S033,catamenial_haemoptysis,severe,High,en,synthetic,8
I have had running stomach during period since I was a teenager.,S012,diarrhoea_cyclical,moderate,Low,en,synthetic,5
I want you to know that miss school from period pain.,S036,work_school_absence,critical,High,en-KE,synthetic,7
I experience emergency rectal bleeding regularly.,S010,rectal_bleeding,critical,High,en,synthetic,8
I am struggling with mild dysuria.,S015,dysuria,mild,Low,en,synthetic,7
For the past few months I have had very bad bleeding after sex.,S008,post_coital_bleeding,severe,Moderate,en,synthetic,5
I told the doctor that pain in my lower back.,S018,lower_back_pain,moderate,Moderate,en,synthetic,7
"For the past few months I have had moderate feeling worthless, for over 36 months.",S029,depression,moderate,Low,en,synthetic,5
pain even when I am not on my period.,S002,chronic_pelvic_pain,moderate,High,en,synthetic,10
I am here because burning and pain at entry.,S007,dyspareunia_superficial,moderate,Moderate,en,synthetic,6
I want you to know that told I have a cyst.,S028,pelvic_mass_sensation,critical,High,en-KE,synthetic,7
"I have had extreme tiredness since I was a teenager, for 3 months now.",S022,fatigue_chronic,mild,Low,en,synthetic,7
cough up blood with period.,S033,catamenial_haemoptysis,critical,High,en,synthetic,8
My experience is that cycle is all over the place.,S027,irregular_periods,mild,Low,en,synthetic,5
I want you to know that shooting pain in leg during period.,S019,leg_pain_sciatica,moderate,Moderate,en,synthetic,7
afraid to go far from toilet.,S017,urinary_frequency,severe,Moderate,en,synthetic,5
I cannot work properly because of no one believed me.,S038,previous_misdiagnosis,mild,Low,en,synthetic,6
Every month I suffer from low blood.,S023,anaemia,severe,Moderate,en-KE,synthetic,6
I have come to see the doctor because of stomach swells up.,S014,bloating_abdominal,severe,Moderate,en-KE,synthetic,5
Nimekuwa na hedhi nyingi sana kwa muda mrefu.,S005,heavy_menstrual_bleeding,mild,Low,sw,synthetic,7
I have been dealing with discharge from scar for a while now.,S035,scar_endometriosis,severe,Moderate,en,synthetic,7
I have intense bleeding after sex.,S008,post_coital_bleeding,severe,Moderate,en,synthetic,5
Nimekuwa na uchovu kupita kiasi kwa muda mrefu.,S022,fatigue_chronic,critical,High,sw,synthetic,7
The problem I have is that pain at the base of my spine.,S018,lower_back_pain,moderate,Moderate,en,synthetic,7
CS scar painful during period.,S035,scar_endometriosis,moderate,Moderate,en,synthetic,7
"Doctor, I have sex always hurts and I do not know what to do.",S006,dyspareunia_deep,severe,High,en,synthetic,9
I am here because my period is too much.,S005,heavy_menstrual_bleeding,severe,Moderate,en-KE,synthetic,7
Tatizo langu kuu ni dawa hazisaidii maumivu yangu.,S038,previous_misdiagnosis,critical,High,sw,synthetic,6
miss school from period pain.,S036,work_school_absence,severe,Moderate,en-KE,synthetic,7
"pain that never goes away, since I was 17 years old.",S002,chronic_pelvic_pain,critical,Critical,en,synthetic,10
I came to the clinic because of had blood transfusion.,S023,anaemia,critical,High,en,synthetic,6
I told the doctor that no sleep for days from pain.,S031,sleep_disturbance,critical,Moderate,en,synthetic,4
Nimekuwa nikilalamika kuhusu hedhi nyingi sana.,S005,heavy_menstrual_bleeding,mild,Low,sw,synthetic,7
I have stomach upset with period and it is really affecting me.,S012,diarrhoea_cyclical,mild,Low,en-KE,synthetic,5
I experience bleeding from back passage regularly.,S010,rectal_bleeding,critical,High,en,synthetic,8
I want you to know that feel very ill during period.,S024,fever_cyclical,severe,Moderate,en,synthetic,5
I have had extreme pain that starts early since I was a teenager.,S003,premenstrual_pain,critical,High,en,synthetic,7
cannot walk from hip pain.,S021,hip_groin_pain,critical,High,en,synthetic,6
"Doctor, I have extreme urinating frequently and I do not know what to do.",S017,urinary_frequency,critical,High,en,synthetic,5
I am here because kuhisi kichefuchefu wakati wa hedhi.,S013,nausea_vomiting_cyclical,moderate,Moderate,sw,synthetic,6
Nina kuumwa unapokojoa.,S015,dysuria,critical,High,sw,synthetic,7
"Doctor, I have cannot tolerate penetration and I do not know what to do.",S007,dyspareunia_superficial,moderate,Moderate,en,synthetic,6
"Doctor, I have on medication for depression and I do not know what to do, for over 2 months.",S029,depression,severe,Moderate,en,synthetic,5
I need help with stomach swells up.,S014,bloating_abdominal,moderate,Low,en-KE,synthetic,5
I am struggling with very bad dysmenorrhoea.,S001,dysmenorrhoea,severe,High,en,synthetic,10
"Nina nimechoka sana kila wakati, for 2 months now.",S022,fatigue_chronic,moderate,Moderate,sw,synthetic,7
Nimekuwa nikilalamika kuhusu maumivu wakati wa kujamiiana.,S006,dyspareunia_deep,critical,Critical,sw,synthetic,9
I have been dealing with some bloody urine for a while now.,S016,haematuria,mild,Moderate,en,synthetic,8
I told the doctor that pain builds up before period.,S003,premenstrual_pain,critical,High,en,synthetic,7
My experience is that sijawahi pata mtoto ingawa ninajaribu.,S026,infertility,critical,Critical,sw,synthetic,9
I told the doctor that pain in shoulder tip with period.,S020,shoulder_tip_pain,critical,High,en,synthetic,6
The problem I have is that told I have a cyst.,S028,pelvic_mass_sensation,critical,High,en-KE,synthetic,7
I have had cannot keep food down since I was a teenager.,S013,nausea_vomiting_cyclical,severe,Moderate,en,synthetic,6
I am struggling with stomach swells up.,S014,bloating_abdominal,moderate,Low,en,synthetic,5
I want you to know that period comes at very different times.,S027,irregular_periods,moderate,Low,en,synthetic,5
I want you to know that my back is in agony during my period.,S018,lower_back_pain,moderate,Moderate,en-KE,synthetic,7
Nilikuja hospitalini kwa sababu ya maumivu ya hedhi.,S001,dysmenorrhoea,moderate,High,sw,synthetic,10
The problem I have is that hospital for vomiting during period.,S013,nausea_vomiting_cyclical,critical,High,en,synthetic,6
sometimes bleed a little after sex.,S008,post_coital_bleeding,mild,Low,en,synthetic,5
The problem I have is that my back is in agony during my period.,S018,lower_back_pain,severe,Moderate,en-KE,synthetic,7
I am struggling with cannot move my leg.,S019,leg_pain_sciatica,critical,High,en,synthetic,7
My experience is that sijawahi pata mtoto ingawa ninajaribu.,S026,infertility,severe,High,sw,synthetic,9
Sijui nifanye nini kuhusu kuumwa unapokwenda chooni.,S009,dyschezia,severe,High,sw,synthetic,9
I have been dealing with lower back pain for a while now.,S018,lower_back_pain,mild,Low,en,synthetic,7
I have been dealing with intense pain in my rectum for a while now.,S009,dyschezia,severe,High,en,synthetic,9
I am struggling with pain in my hip.,S021,hip_groin_pain,severe,Moderate,en,synthetic,6
The problem I have is that tummy blows up around period.,S014,bloating_abdominal,critical,High,en,synthetic,5
Nimekuwa na kujamiiana kunauma kwa muda mrefu.,S006,dyspareunia_deep,critical,Critical,sw,synthetic,9
Sijui nifanye nini kuhusu maumivu ya nyonga.,S002,chronic_pelvic_pain,critical,Critical,sw,synthetic,10
Nilikuja hospitalini kwa sababu ya kuumwa unapokojoa.,S015,dysuria,moderate,Moderate,sw,synthetic,7
I told the doctor that pain when going to the toilet.,S009,dyschezia,critical,Critical,en-KE,synthetic,9
kuhisi kichefuchefu wakati wa hedhi.,S013,nausea_vomiting_cyclical,severe,Moderate,sw,synthetic,6
I have had urgent need to pee since I was a teenager.,S017,urinary_frequency,moderate,Low,en,synthetic,5
"I told the doctor that need to rest more than I should, for 2 years.",S022,fatigue_chronic,moderate,Moderate,en,synthetic,7
Sijui nifanye nini kuhusu kuzimia kutokana na maumivu.,S025,fainting_syncope,mild,Moderate,sw,synthetic,8
Nimekuwa nikilalamika kuhusu kuumwa unapokwenda chooni.,S009,dyschezia,mild,Moderate,sw,synthetic,9
My experience is that pain starts a few days early.,S003,premenstrual_pain,moderate,Moderate,en,synthetic,7
Sijui nifanye nini kuhusu kujamiiana kunauma.,S006,dyspareunia_deep,moderate,Moderate,sw,synthetic,9
My main problem is blood in urine.,S016,haematuria,severe,High,en,synthetic,8
Nina kuumwa unapokwenda chooni.,S009,dyschezia,moderate,Moderate,sw,synthetic,9
I want you to know that blood when I go to the toilet during my period.,S010,rectal_bleeding,moderate,Moderate,en,synthetic,8
I told the doctor that I cannot function during my period.,S001,dysmenorrhoea,moderate,High,en-KE,synthetic,10
I told the doctor that feel something in my pelvis.,S028,pelvic_mass_sensation,moderate,Moderate,en,synthetic,7
I want you to know that pain shoots down my legs.,S018,lower_back_pain,critical,High,en,synthetic,7
I have no one believed me and it is really affecting me.,S038,previous_misdiagnosis,critical,High,en-KE,synthetic,6
I came to the clinic because of very uncomfortable.,S011,constipation_cyclical,severe,Moderate,en,synthetic,6
My main problem is fear about my fertility.,S030,anxiety,moderate,Low,en,synthetic,4
I am struggling with slightly constipated during period.,S011,constipation_cyclical,mild,Low,en,synthetic,6
I am here because lump in scar that hurts during period.,S035,scar_endometriosis,mild,Low,en,synthetic,7
Tatizo langu kuu ni damu kidogo mwilini.,S023,anaemia,mild,Low,sw,synthetic,6
I have been dealing with noticeable coughing blood during period for a while now.,S033,catamenial_haemoptysis,moderate,Moderate,en,synthetic,8
Tatizo langu kuu ni maumivu wakati wa kujamiiana.,S006,dyspareunia_deep,mild,Moderate,sw,synthetic,9
I have come to see the doctor because of no one believed me.,S038,previous_misdiagnosis,critical,High,en-KE,synthetic,6
I have been dealing with panicking for a while now.,S030,anxiety,critical,Moderate,en,synthetic,4
"Tatizo langu kuu ni uchovu kupita kiasi, for over 24 months.",S022,fatigue_chronic,severe,Moderate,sw,synthetic,7
I have been dealing with pelvic pressure sometimes for a while now.,S028,pelvic_mass_sensation,mild,Low,en,synthetic,7
The problem I have is that pain starts days before period.,S003,premenstrual_pain,mild,Low,en,synthetic,7
